ID da Compra;Data da Compra;Nome do Material;Quantidade (kg);Preço por kg (R$);Preço Total (R$)
12502;;PP PRETO;22.37;1.0;22.37
12503;;PP COLORIDO;34.12;1.8;61.42
12504;;bloco;28.66;8.2;235.01
12505;;PP BRANCO;42.31;2.2;93.08
12506;;PET PEAD;34.03;3.3;112.3
12507;;ferro;38.62;0.8;30.9
12508;;PET PEAD;46.66;3.3;153.98
12509;;vidro;31.43;1.0;31.43
12510;;latinha;1.47;5.6;8.23
12511;;papelão;17.69;0.5;8.85
12512;;vidro;35.04;1.0;35.04
12513;;alto impacto;17.75;0.8;14.2
12514;;PP CRISTAL;19.5;1.6;31.2
12515;;ferro;21.45;0.8;17.16
12516;;papelão;32.15;0.5;16.08
12517;;ferro;37.2;0.8;29.76
12518;;PP PRETO;15.34;1.0;15.34
12519;;vidro;22.41;1.0;22.41
12520;;PET PEAD;33.33;3.3;109.99
12521;;PP COLORIDO;8.82;1.8;15.88
12522;;latinha;18.58;5.6;104.05
12523;;ferro;40.99;0.8;32.79
12524;;bloco;43.04;8.2;352.93
12525;;placa eletronica;42.62;46.3;1973.31
12526;;papelão;24.91;0.5;12.46
12527;;ferro;43.23;0.8;34.58
12528;;aço;39.69;4.7;186.54
12529;;chumbo;25.02;8.4;210.17
12530;;óleo;27.74;1.9;52.71
12531;;chumbo;41.42;8.4;347.93
12532;;aço;3.29;4.7;15.46
12533;;arquivo;7.53;0.9;6.78
12534;;latinha;11.35;5.6;63.56
12535;;aço;33.24;4.7;156.23
12536;;bateria;20.26;6.6;133.72
12537;;PET PEAD;10.19;3.3;33.63
12538;;arquivo;42.34;0.9;38.11
12539;;PP CRISTAL;32.15;1.6;51.44
12540;;PP CRISTAL;11.12;1.6;17.79
12541;;PET PEAD;25.76;3.3;85.01
12542;;PP COLORIDO;41.26;1.8;74.27
12543;;placa eletronica;39.24;46.3;1816.81
12544;;óleo;4.6;1.9;8.74
12545;;chumbo;33.98;8.4;285.43
12546;;alto impacto;44.49;0.8;35.59
12547;;bloco;3.65;8.2;29.93
12548;;PP BRANCO;12.58;2.2;27.68
12549;;arquivo;43.54;0.9;39.19
12550;;aluminio;14.27;4.0;57.08
12551;;PP COLORIDO;40.29;1.8;72.52
12552;;aluminio;34.93;4.0;139.72
12553;;latinha;10.83;5.6;60.65
12554;;alto impacto;17.3;0.8;13.84
12555;;PP PRETO;47.03;1.0;47.03
12556;;PP PRETO;41.34;1.0;41.34
12557;;PET PEAD;27.12;3.3;89.5
12558;;aço;36.57;4.7;171.88
12559;;PP BRANCO;2.08;2.2;4.58
12560;;PP COLORIDO;36.31;1.8;65.36
12561;;PP CRISTAL;44.09;1.6;70.54
12562;;aluminio;28.27;4.0;113.08
12563;;PP CRISTAL;6.43;1.6;10.29
12564;;vidro;36.88;1.0;36.88
12565;;papelão;29.46;0.5;14.73
12566;;arquivo;37.7;0.9;33.93
12567;;PP PRETO;33.39;1.0;33.39
12568;;placa eletronica;20.85;46.3;965.36
12569;;PP CRISTAL;25.42;1.6;40.67
12570;;vidro;27.75;1.0;27.75
12571;;óleo;32.89;1.9;62.49
12572;;arquivo;31.58;0.9;28.42
12573;;placa eletronica;16.04;46.3;742.65
12574;;PP PRETO;13.23;1.0;13.23
12575;;papelão;47.68;0.5;23.84
12576;;alto impacto;3.25;0.8;2.6
12577;;alto impacto;13.91;0.8;11.13
12578;;óleo;30.94;1.9;58.79
12579;;arquivo;9.46;0.9;8.51
12580;;bateria;27.95;6.6;184.47
12581;;ferro;19.57;0.8;15.66
12582;;aço;38.4;4.7;180.48
12583;;PP PRETO;12.33;1.0;12.33
12584;;alto impacto;26.21;0.8;20.97
12585;;aluminio;19.53;4.0;78.12
12586;;vidro;4.61;1.0;4.61
12587;;PP PRETO;18.32;1.0;18.32
12588;;bateria;23.6;6.6;155.76
12589;;PP COLORIDO;13.05;1.8;23.49
12590;;aluminio;27.56;4.0;110.24
12591;;alto impacto;49.05;0.8;39.24
12592;;bloco;17.85;8.2;146.37
12593;;PP BRANCO;34.86;2.2;76.69
12594;;bloco;39.19;8.2;321.36
12595;;PP BRANCO;33.96;2.2;74.71
12596;;PET PEAD;19.06;3.3;62.9
12597;;aço;4.45;4.7;20.92
12598;;aço;22.03;4.7;103.54
12599;;PP COLORIDO;13.39;1.8;24.1
12600;;ferro;24.4;0.8;19.52
12601;;ferro;30.63;0.8;24.5
12602;;bateria;27.84;6.6;183.74
12603;;PP PRETO;26.72;1.0;26.72
12604;;bateria;46.55;6.6;307.23
12605;2024-01-03;placa eletronica;8.38;48.7;408.11
12606;2024-01-03;bateria;26.97;7.0;188.79
12607;2024-01-03;bloco;30.66;8.7;266.74
12608;2024-01-03;PP COLORIDO;30.86;1.9;58.63
12609;2024-01-03;PP COLORIDO;26.15;1.9;49.68
12610;2024-01-03;PP BRANCO;11.06;2.3;25.44
12611;2024-01-03;PP PRETO;0.54;0.9;0.49
12612;2024-01-03;placa eletronica;12.73;48.7;619.95
12613;2024-01-03;bateria;15.12;7.0;105.84
12614;2024-01-03;PP CRISTAL;11.37;1.7;19.33
12615;2024-01-03;latinha;38.43;5.9;226.74
12616;2024-01-03;PET PEAD;34.96;3.1;108.38
12617;2024-01-03;aço;2.49;5.0;12.45
12618;2024-01-03;PP PRETO;9.09;0.9;8.18
12619;2024-01-03;ferro;29.68;0.7;20.78
12620;2024-01-03;papelão;12.96;0.6;7.78
12621;2024-01-03;PP BRANCO;27.02;2.3;62.15
12622;2024-01-03;latinha;42.36;5.9;249.92
12623;2024-01-03;PP COLORIDO;6.14;1.9;11.67
12624;2024-01-03;aço;16.8;5.0;84.0
12625;2024-01-03;alto impacto;37.99;0.7;26.59
12626;2024-04-03;PP CRISTAL;45.25;1.7;76.92
12627;2024-04-03;cobre;11.37;38.6;438.88
12628;2024-04-03;placa eletronica;25.84;48.7;1258.41
12629;2024-04-03;aluminio;43.12;4.2;181.1
12630;2024-04-03;vidro;11.1;1.0;11.1
12631;2024-04-03;latinha;13.16;5.9;77.64
12632;2024-04-03;cobre;2.29;38.6;88.39
12633;2024-04-03;alto impacto;23.7;0.7;16.59
12634;2024-04-03;aço;27.3;5.0;136.5
12635;2024-04-03;arquivo;40.6;1.0;40.6
12636;2024-04-03;chumbo;25.01;7.8;195.08
12637;2024-04-03;papelão;9.38;0.6;5.63
12638;2024-04-03;óleo;29.61;2.0;59.22
12639;2024-04-03;aluminio;3.87;4.2;16.25
12640;2024-04-03;cobre;36.09;38.6;1393.07
12641;2024-04-03;latinha;33.61;5.9;198.3
12642;2024-04-03;bateria;16.97;7.0;118.79
12643;2024-04-03;arquivo;49.14;1.0;49.14
12644;2024-04-03;papelão;15.36;0.6;9.22
12645;2024-04-03;ferro;28.25;0.7;19.77
12646;2024-05-03;bateria;22.65;7.0;158.55
12647;2024-05-03;bloco;12.4;8.7;107.88
12648;2024-05-03;PP BRANCO;5.97;2.3;13.73
12649;2024-05-03;aluminio;43.69;4.2;183.5
12650;2024-05-03;PP PRETO;12.34;0.9;11.11
12651;2024-05-03;PP CRISTAL;48.46;1.7;82.38
12652;2024-05-03;bloco;46.87;8.7;407.77
12653;2024-05-03;PP PRETO;29.63;0.9;26.67
12654;2024-05-03;vidro;24.94;1.0;24.94
12655;2024-05-03;óleo;14.73;2.0;29.46
12656;2024-05-03;óleo;33.33;2.0;66.66
12657;2024-05-03;placa eletronica;36.99;48.7;1801.41
12658;2024-05-03;aço;7.34;5.0;36.7
12659;2024-05-03;PP PRETO;23.2;0.9;20.88
12660;2024-05-03;cobre;7.1;38.6;274.06
12661;2024-05-03;PP PRETO;10.81;0.9;9.73
12662;2024-05-03;PP PRETO;21.34;0.9;19.21
12663;2024-05-03;alto impacto;18.99;0.7;13.29
12664;2024-05-03;PP CRISTAL;13.25;1.7;22.52
12665;2024-05-03;alto impacto;39.03;0.7;27.32
12666;2024-05-03;aço;28.39;5.0;141.95
12667;2024-05-03;latinha;19.17;5.9;113.1
12668;2024-06-03;alto impacto;24.05;0.7;16.84
12669;2024-06-03;latinha;11.12;5.9;65.61
12670;2024-06-03;arquivo;23.07;1.0;23.07
12671;2024-06-03;cobre;13.86;38.6;535.0
12672;2024-06-03;placa eletronica;21.55;48.7;1049.49
12673;2024-06-03;vidro;14.87;1.0;14.87
12674;2024-06-03;óleo;14.77;2.0;29.54
12675;2024-06-03;PP COLORIDO;36.53;1.9;69.41
12676;2024-06-03;vidro;24.5;1.0;24.5
12677;2024-06-03;aço;47.48;5.0;237.4
12678;2024-06-03;arquivo;26.8;1.0;26.8
12679;2024-06-03;aluminio;37.89;4.2;159.14
12680;2024-07-03;placa eletronica;36.08;48.7;1757.1
12681;2024-07-03;chumbo;12.17;7.8;94.93
12682;2024-07-03;óleo;14.71;2.0;29.42
12683;2024-07-03;PP BRANCO;14.48;2.3;33.3
12684;2024-07-03;bloco;48.75;8.7;424.12
12685;2024-07-03;cobre;12.52;38.6;483.27
12686;2024-07-03;óleo;37.19;2.0;74.38
12687;2024-08-03;PP COLORIDO;25.01;1.9;47.52
12688;2024-08-03;PP BRANCO;31.52;2.3;72.5
12689;2024-08-03;bloco;5.66;8.7;49.24
12690;2024-08-03;vidro;18.38;1.0;18.38
12691;2024-11-03;alto impacto;27.28;0.7;19.1
12692;2024-11-03;PP BRANCO;31.86;2.3;73.28
12693;2024-11-03;PP PRETO;49.51;0.9;44.56
12694;2024-11-03;PP CRISTAL;9.51;1.7;16.17
12695;2024-11-03;aço;23.81;5.0;119.05
12696;2024-11-03;bateria;11.44;7.0;80.08
12697;2024-11-03;vidro;37.87;1.0;37.87
12698;2024-11-03;PP COLORIDO;31.49;1.9;59.83
12699;2024-11-03;cobre;19.0;38.6;733.4
12700;2024-11-03;papelão;8.58;0.6;5.15
12701;2024-11-03;PP CRISTAL;8.31;1.7;14.13
12702;2024-11-03;placa eletronica;38.73;48.7;1886.15
12703;2024-11-03;vidro;30.47;1.0;30.47
12704;2024-11-03;bloco;42.69;8.7;371.4
12705;2024-11-03;latinha;42.73;5.9;252.11
12706;2024-11-03;óleo;5.79;2.0;11.58
12707;2024-11-03;ferro;4.09;0.7;2.86
12708;2024-11-03;ferro;29.19;0.7;20.43
12709;2024-12-03;ferro;17.63;0.7;12.34
12710;2024-12-03;PP PRETO;2.81;0.9;2.53
12711;2024-12-03;PP COLORIDO;4.88;1.9;9.27
12712;2024-12-03;chumbo;48.59;7.8;379.0
12713;2024-12-03;chumbo;47.0;7.8;366.6
12714;2024-12-03;PP CRISTAL;48.06;1.7;81.7
12715;2024-12-03;ferro;1.72;0.7;1.2
12716;2024-12-03;latinha;40.77;5.9;240.54
12717;2024-12-03;cobre;8.25;38.6;318.45
12718;2024-12-03;aluminio;3.48;4.2;14.62
12719;2024-12-03;chumbo;7.72;7.8;60.22
12720;2024-12-03;bloco;1.51;8.7;13.14
12721;2024-12-03;PP BRANCO;28.29;2.3;65.07
12722;2024-12-03;bloco;2.21;8.7;19.23
12723;2024-12-03;PET PEAD;5.55;3.1;17.2
12724;2024-12-03;PP CRISTAL;36.76;1.7;62.49
12725;2024-12-03;bloco;39.9;8.7;347.13
12726;2024-12-03;chumbo;21.36;7.8;166.61
12727;2024-12-03;PET PEAD;24.72;3.1;76.63
12728;2024-12-03;PP PRETO;5.64;0.9;5.08
12729;2024-12-03;chumbo;22.97;7.8;179.17
12730;2024-12-03;aluminio;36.01;4.2;151.24
12731;2024-12-03;aço;46.31;5.0;231.55
12732;2024-12-03;PET PEAD;9.51;3.1;29.48
12733;;PET PEAD;27.13;3.1;84.1
12734;;alto impacto;21.62;0.7;15.13
12735;;óleo;14.15;2.0;28.3
12736;;vidro;13.42;1.0;13.42
12737;;papelão;43.95;0.6;26.37
12738;;arquivo;24.05;1.0;24.05
12739;;óleo;11.56;2.0;23.12
12740;;aluminio;30.28;4.2;127.18
12741;;ferro;42.75;0.7;29.92
12742;;aço;26.05;5.0;130.25
12743;;bateria;0.85;7.0;5.95
12744;;PP BRANCO;18.38;2.3;42.27
12745;;PET PEAD;42.52;3.1;131.81
12746;;PP PRETO;1.11;0.9;1.0
12747;;PP COLORIDO;12.52;1.9;23.79
12748;;latinha;48.83;5.9;288.1
12749;;bateria;35.06;7.0;245.42
12750;;bateria;31.21;7.0;218.47
12751;;PP CRISTAL;22.58;1.7;38.39
12752;;ferro;26.05;0.7;18.24
12753;;PP CRISTAL;27.29;1.7;46.39
12754;;alto impacto;12.1;0.7;8.47
12755;;óleo;44.41;2.0;88.82
12756;;PET PEAD;30.72;3.1;95.23
12757;;aluminio;7.54;4.2;31.67
12758;;PP PRETO;1.3;0.9;1.17
12759;;óleo;40.19;2.0;80.38
12760;;papelão;34.3;0.6;20.58
12761;;PP BRANCO;10.17;2.3;23.39
12762;;alto impacto;6.49;0.7;4.54
12763;;arquivo;32.57;1.0;32.57
12764;;ferro;6.68;0.7;4.68
12765;;PP COLORIDO;43.33;1.9;82.33
12766;;arquivo;32.13;1.0;32.13
12767;;vidro;15.22;1.0;15.22
12768;;vidro;30.12;1.0;30.12
12769;;PP CRISTAL;40.16;1.7;68.27
12770;;PET PEAD;2.31;3.1;7.16
12771;;latinha;23.35;5.9;137.77
12772;;bateria;6.72;7.0;47.04
12773;;latinha;17.61;5.9;103.9
12774;;bloco;35.94;8.7;312.68
12775;;PP PRETO;42.3;0.9;38.07
12776;;placa eletronica;30.93;48.7;1506.29
12777;;PP BRANCO;42.87;2.3;98.6
12778;;placa eletronica;41.56;48.7;2023.97
12779;;PP BRANCO;16.79;2.3;38.62
12780;;bloco;28.24;8.7;245.69
12781;;óleo;36.67;2.0;73.34
12782;;PP COLORIDO;43.66;1.9;82.95
12783;;chumbo;10.32;7.8;80.5
12784;;PP COLORIDO;10.91;1.9;20.73
12785;;bateria;24.24;7.0;169.68
12786;;cobre;33.68;38.6;1300.05
12787;;PP COLORIDO;40.59;1.9;77.12
12788;;ferro;22.99;0.7;16.09
12789;;aço;40.4;5.0;202.0
12790;;cobre;12.81;38.6;494.47
12791;;PP PRETO;46.93;0.9;42.24
12792;;vidro;13.27;1.0;13.27
12793;;PP PRETO;47.01;0.9;42.31
12794;;latinha;38.35;5.9;226.26
12795;;PP BRANCO;47.19;2.3;108.54
12796;;PP CRISTAL;31.47;1.7;53.5
12797;;placa eletronica;13.01;48.7;633.59
12798;;PP CRISTAL;23.75;1.7;40.38
12799;;bloco;15.88;8.7;138.16
12800;;óleo;3.1;2.0;6.2
12801;;PET PEAD;9.02;3.1;27.96
12802;;alto impacto;41.49;0.7;29.04
12803;;vidro;6.21;1.0;6.21
12804;;PET PEAD;16.47;3.1;51.06
12805;;aluminio;1.35;4.2;5.67
12806;;aço;3.35;5.0;16.75
12807;;bloco;9.21;8.7;80.13
12808;;bloco;6.2;8.7;53.94
12809;;chumbo;30.03;7.8;234.23
12810;;PP COLORIDO;24.44;1.9;46.44
12811;;papelão;13.5;0.6;8.1
12812;;PP CRISTAL;47.81;1.7;81.28
12813;;PET PEAD;36.46;3.1;113.03
12814;;placa eletronica;6.02;48.7;293.17
12815;;PP BRANCO;19.82;2.3;45.59
12816;;PP BRANCO;12.71;2.3;29.23
12817;;vidro;24.86;1.0;24.86
12818;;latinha;8.81;5.9;51.98
12819;;cobre;11.17;38.6;431.16
12820;;PP PRETO;46.51;0.9;41.86
12821;;PET PEAD;27.67;3.1;85.78
12822;;PP COLORIDO;28.68;1.9;54.49
12823;;PP COLORIDO;18.22;1.9;34.62
12824;;aço;35.53;5.0;177.65
12825;;vidro;6.71;1.0;6.71
12826;;bloco;49.73;8.7;432.65
12827;;chumbo;40.38;7.8;314.96
12828;;arquivo;44.87;1.0;44.87
12829;;vidro;48.58;1.0;48.58
12830;;arquivo;28.6;1.0;28.6
12831;;bateria;8.03;7.0;56.21
12832;;PET PEAD;14.14;3.1;43.83
12833;;PET PEAD;25.51;3.1;79.08
12834;;chumbo;37.97;7.8;296.17
12835;;arquivo;39.81;1.0;39.81
12836;;vidro;23.72;1.0;23.72
12837;;aço;4.26;5.0;21.3
12838;;PP CRISTAL;43.11;1.7;73.29
12839;;aço;25.36;5.0;126.8
12840;;alto impacto;17.34;0.7;12.14
12841;;PET PEAD;41.51;3.1;128.68
12842;;papelão;16.48;0.6;9.89
12843;;ferro;40.29;0.7;28.2
12844;;aluminio;1.31;4.2;5.5
12845;;bateria;16.92;7.0;118.44
12846;;vidro;9.18;1.0;9.18
12847;;vidro;13.12;1.0;13.12
12848;;latinha;49.32;5.9;290.99
12849;;PET PEAD;27.72;3.1;85.93
12850;;placa eletronica;16.19;48.7;788.45
12851;;cobre;9.34;38.6;360.52
12852;;papelão;11.11;0.6;6.67
12853;;aço;28.43;5.0;142.15
12854;;óleo;39.24;2.0;78.48
12855;;PP COLORIDO;32.76;1.9;62.24
12856;;bloco;12.35;8.7;107.44
12857;;cobre;17.98;38.6;694.03
12858;;cobre;29.21;38.6;1127.51
12859;;óleo;22.44;2.0;44.88
12860;;papelão;47.77;0.6;28.66
12861;;arquivo;43.63;1.0;43.63
12862;;cobre;11.86;38.6;457.8
12863;;arquivo;43.11;1.0;43.11
12864;;bateria;49.98;7.0;349.86
12865;;arquivo;29.46;1.0;29.46
12866;;vidro;4.24;1.0;4.24
12867;;PP PRETO;2.03;0.9;1.83
12868;;PP COLORIDO;42.24;1.9;80.26
12869;;placa eletronica;7.31;48.7;356.0
12870;;PP CRISTAL;29.59;1.7;50.3
12871;;papelão;12.25;0.6;7.35
12872;;placa eletronica;37.09;48.7;1806.28
12873;;chumbo;11.31;7.8;88.22
12874;;PP PRETO;46.74;0.9;42.07
12875;;bloco;19.93;8.7;173.39
12876;;placa eletronica;19.45;48.7;947.22
12877;;vidro;41.54;1.0;41.54
12878;;PP COLORIDO;2.02;1.9;3.84
12879;;arquivo;10.18;1.0;10.18
12880;;bateria;20.86;7.0;146.02
12881;;placa eletronica;49.41;48.7;2406.27
12882;;chumbo;47.93;7.8;373.85
12883;;bateria;35.92;7.0;251.44
12884;;bloco;16.14;8.7;140.42
12885;;PP CRISTAL;1.41;1.7;2.4
12886;;bloco;13.71;8.7;119.28
12887;;PET PEAD;2.64;3.1;8.18
12888;;bateria;10.68;7.0;74.76
12889;;chumbo;33.05;7.8;257.79
12890;;PP CRISTAL;18.74;1.7;31.86
12891;;aço;40.41;5.0;202.05
12892;;ferro;43.11;0.7;30.18
12893;;latinha;20.24;5.9;119.42
12894;;placa eletronica;15.07;48.7;733.91
12895;;chumbo;0.2;7.8;1.56
12896;;latinha;26.23;5.9;154.76
12897;;PP PRETO;25.02;0.9;22.52
12898;;bateria;26.3;7.0;184.1
12899;;latinha;45.98;5.9;271.28
12900;;bloco;41.14;8.7;357.92
12901;;vidro;8.65;1.0;8.65
12902;;papelão;6.2;0.6;3.72
12903;;aluminio;12.68;4.2;53.26
12904;;óleo;42.66;2.0;85.32
12905;;PET PEAD;39.21;3.1;121.55
12906;;bloco;42.84;8.7;372.71
12907;;latinha;13.58;5.9;80.12
12908;;PP BRANCO;4.06;2.3;9.34
12909;;PP PRETO;40.57;0.9;36.51
12910;;alto impacto;34.21;0.7;23.95
12911;;bloco;15.06;8.7;131.02
12912;;vidro;34.01;1.0;34.01
12913;;papelão;48.97;0.6;29.38
12914;;chumbo;30.73;7.8;239.69
12915;;alto impacto;6.69;0.7;4.68
12916;;vidro;47.57;1.0;47.57
12917;;aluminio;34.24;4.2;143.81
12918;;PET PEAD;10.19;3.1;31.59
12919;;cobre;43.62;38.6;1683.73
12920;;arquivo;33.6;1.0;33.6
12921;;papelão;1.07;0.6;0.64
12922;;PET PEAD;36.95;3.1;114.55
12923;;aço;16.43;5.0;82.15
12924;;PP BRANCO;11.84;2.3;27.23
12925;;chumbo;0.45;7.8;3.51
12926;;bloco;27.22;8.7;236.81
12927;;vidro;11.16;1.0;11.16
12928;;PET PEAD;33.03;3.1;102.39
12929;;ferro;49.69;0.7;34.78
12930;;PP PRETO;13.05;0.9;11.74
12931;;PP CRISTAL;24.42;1.7;41.51
12932;;bloco;33.61;8.7;292.41
12933;;óleo;39.8;2.0;79.6
12934;;vidro;0.13;1.0;0.13
12935;;PP PRETO;25.72;0.9;23.15
12936;;PP COLORIDO;17.78;1.9;33.78
12937;;aço;21.86;5.0;109.3
12938;;alto impacto;4.92;0.7;3.44
12939;;vidro;29.93;1.0;29.93
12940;;latinha;43.34;5.9;255.71
12941;;chumbo;32.12;7.8;250.54
12942;;cobre;13.85;38.6;534.61
12943;;papelão;5.17;0.6;3.1
12944;;aluminio;38.69;4.2;162.5
12945;;aço;28.18;5.0;140.9
12946;;bloco;23.88;8.7;207.76
12947;;aluminio;36.08;4.2;151.54
12948;;alto impacto;3.02;0.7;2.11
12949;;PP CRISTAL;22.12;1.7;37.6
12950;2024-01-04;cobre;26.44;36.6;967.7
12951;2024-01-04;PP COLORIDO;10.88;1.8;19.58
12952;2024-01-04;óleo;31.5;1.9;59.85
12953;2024-01-04;vidro;7.67;1.0;7.67
12954;2024-01-04;cobre;41.71;36.6;1526.59
12955;2024-01-04;arquivo;30.32;0.9;27.29
12956;2024-01-04;PP COLORIDO;18.3;1.8;32.94
12957;2024-01-04;latinha;35.59;6.3;224.22
12958;2024-01-04;cobre;11.84;36.6;433.34
12959;2024-01-04;aluminio;8.63;3.9;33.66
12960;2024-01-04;arquivo;2.15;0.9;1.94
12961;2024-01-04;PP PRETO;11.16;1.0;11.16
12962;2024-02-04;cobre;34.14;36.6;1249.52
12963;2024-02-04;PP BRANCO;23.27;2.2;51.19
12964;2024-02-04;chumbo;26.35;7.3;192.36
12965;2024-02-04;latinha;1.6;6.3;10.08
12966;2024-02-04;vidro;13.64;1.0;13.64
12967;2024-02-04;ferro;41.97;0.7;29.38
12968;2024-02-04;alto impacto;15.41;0.8;12.33
12969;2024-02-04;arquivo;41.81;0.9;37.63
12970;2024-02-04;ferro;34.81;0.7;24.37
12971;2024-02-04;ferro;11.01;0.7;7.71
12972;2024-02-04;PP PRETO;21.71;1.0;21.71
12973;2024-02-04;aço;25.35;5.3;134.35
12974;2024-02-04;ferro;11.29;0.7;7.9
12975;2024-02-04;óleo;14.4;1.9;27.36
12976;2024-02-04;vidro;7.38;1.0;7.38
12977;2024-02-04;aluminio;37.53;3.9;146.37
12978;2024-02-04;chumbo;20.8;7.3;151.84
12979;2024-02-04;placa eletronica;48.37;45.7;2210.51
12980;2024-02-04;PP CRISTAL;10.03;1.6;16.05
12981;2024-02-04;placa eletronica;28.39;45.7;1297.42
12982;2024-02-04;óleo;27.41;1.9;52.08
12983;2024-03-04;vidro;17.61;1.0;17.61
12984;2024-03-04;bateria;14.35;6.7;96.14
12985;2024-03-04;papelão;39.07;0.6;23.44
12986;2024-03-04;aço;19.0;5.3;100.7
12987;2024-03-04;PP PRETO;19.62;1.0;19.62
12988;2024-03-04;vidro;3.0;1.0;3.0
12989;2024-03-04;PP COLORIDO;20.78;1.8;37.4
12990;2024-03-04;latinha;28.9;6.3;182.07
12991;2024-03-04;cobre;35.0;36.6;1281.0
12992;2024-03-04;cobre;38.68;36.6;1415.69
12993;2024-03-04;PP CRISTAL;43.1;1.6;68.96
12994;2024-03-04;PET PEAD;13.1;3.2;41.92
12995;2024-03-04;vidro;7.63;1.0;7.63
12996;2024-03-04;arquivo;25.78;0.9;23.2
12997;2024-03-04;PET PEAD;34.45;3.2;110.24
12998;2024-03-04;PET PEAD;21.79;3.2;69.73
12999;2024-03-04;papelão;3.45;0.6;2.07
13000;2024-03-04;aluminio;37.59;3.9;146.6
13001;2024-03-04;vidro;4.91;1.0;4.91
13002;2024-03-04;vidro;36.87;1.0;36.87
13003;2024-03-04;bloco;36.57;9.2;336.44
13004;2024-03-04;placa eletronica;37.43;45.7;1710.55
13005;2024-03-04;latinha;3.59;6.3;22.62
13006;2024-03-04;latinha;29.44;6.3;185.47
13007;2024-03-04;aço;23.33;5.3;123.65
13008;2024-03-04;PP CRISTAL;3.59;1.6;5.74
13009;2024-03-04;cobre;14.64;36.6;535.82
13010;2024-04-04;papelão;45.59;0.6;27.35
13011;2024-04-04;PP CRISTAL;7.56;1.6;12.1
13012;2024-04-04;PET PEAD;3.39;3.2;10.85
13013;2024-04-04;ferro;45.16;0.7;31.61
13014;2024-04-04;vidro;9.68;1.0;9.68
13015;2024-04-04;vidro;33.28;1.0;33.28
13016;2024-04-04;chumbo;4.72;7.3;34.46
13017;2024-04-04;ferro;49.79;0.7;34.85
13018;2024-04-04;PP BRANCO;19.68;2.2;43.3
13019;2024-04-04;cobre;39.35;36.6;1440.21
13020;2024-04-04;aço;13.77;5.3;72.98
13021;2024-04-04;aluminio;48.45;3.9;188.96
13022;2024-04-04;chumbo;18.89;7.3;137.9
13023;2024-04-04;papelão;0.8;0.6;0.48
13024;2024-05-04;alto impacto;25.78;0.8;20.62
13025;2024-05-04;PP CRISTAL;4.03;1.6;6.45
13026;2024-05-04;PP BRANCO;25.36;2.2;55.79
13027;2024-05-04;aço;28.86;5.3;152.96
13028;2024-05-04;chumbo;18.07;7.3;131.91
13029;2024-05-04;PP PRETO;10.01;1.0;10.01
13030;2024-05-04;cobre;18.19;36.6;665.75
13031;2024-05-04;chumbo;9.24;7.3;67.45
13032;2024-05-04;PP BRANCO;41.48;2.2;91.26
13033;2024-08-04;PP COLORIDO;39.99;1.8;71.98
13034;2024-08-04;PP BRANCO;29.46;2.2;64.81
13035;2024-08-04;PP COLORIDO;45.99;1.8;82.78
13036;2024-08-04;PP COLORIDO;30.0;1.8;54.0
13037;2024-08-04;papelão;11.97;0.6;7.18
13038;2024-08-04;PP CRISTAL;13.0;1.6;20.8
13039;2024-08-04;alto impacto;38.48;0.8;30.78
13040;2024-08-04;latinha;42.78;6.3;269.51
13041;2024-08-04;papelão;13.38;0.6;8.03
13042;2024-08-04;placa eletronica;29.06;45.7;1328.04
13043;2024-08-04;bloco;28.8;9.2;264.96
13044;2024-08-04;bloco;24.6;9.2;226.32
13045;2024-08-04;PP BRANCO;7.28;2.2;16.02
13046;2024-08-04;PET PEAD;29.64;3.2;94.85
13047;2024-08-04;PP BRANCO;9.49;2.2;20.88
13048;2024-08-04;PP CRISTAL;2.98;1.6;4.77
13049;2024-08-04;arquivo;8.18;0.9;7.36
13050;2024-08-04;bateria;46.64;6.7;312.49
13051;2024-08-04;chumbo;12.34;7.3;90.08
13052;2024-08-04;bloco;18.33;9.2;168.64
13053;2024-08-04;alto impacto;1.85;0.8;1.48
13054;2024-08-04;bateria;43.04;6.7;288.37
13055;2024-08-04;ferro;22.08;0.7;15.46
13056;2024-09-04;aço;42.32;5.3;224.3
13057;2024-09-04;PP PRETO;25.13;1.0;25.13
13058;2024-09-04;PP PRETO;33.47;1.0;33.47
13059;2024-09-04;bateria;33.59;6.7;225.05
13060;2024-09-04;PP COLORIDO;31.43;1.8;56.57
13061;2024-09-04;óleo;4.26;1.9;8.09
13062;2024-09-04;chumbo;44.66;7.3;326.02
13063;2024-09-04;papelão;42.96;0.6;25.78
13064;2024-09-04;bateria;42.23;6.7;282.94
13065;2024-09-04;PP BRANCO;19.07;2.2;41.95
13066;2024-10-04;placa eletronica;7.46;45.7;340.92
13067;2024-10-04;ferro;0.58;0.7;0.41
13068;2024-10-04;placa eletronica;41.76;45.7;1908.43
13069;2024-10-04;óleo;2.32;1.9;4.41
13070;2024-10-04;vidro;44.82;1.0;44.82
13071;2024-10-04;chumbo;44.99;7.3;328.43
13072;2024-10-04;alto impacto;17.14;0.8;13.71
13073;2024-10-04;PP PRETO;17.15;1.0;17.15
13074;2024-10-04;óleo;0.79;1.9;1.5
13075;2024-10-04;ferro;35.83;0.7;25.08
13076;2024-10-04;aluminio;20.49;3.9;79.91
13077;2024-10-04;PP CRISTAL;24.49;1.6;39.18
